Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temp_diff [K],power,wear_rate
1,297.4,308.5,2100,16.9,176,0,11.1,35490,0.083809524
1,297.5,308.5,1722,30.4,178,0,11,52348.8,0.103368177
1,297.4,308.6,1678,32.3,180,0,11.2,54199.4,0.10727056
1,297.3,308.6,1273,59.8,182,0,11.3,76125.4,0.142969364
1,297.3,308.6,1297,45.9,184,0,11.3,59532.3,0.141865844
1,297.3,308.5,1350,57.6,186,0,11.2,77760,0.137777778
1,297.4,308.6,1439,51.9,188,0,11.2,74684.1,0.130646282
2,297.4,308.5,1600,42.1,190,0,11.1,67360,0.11875
2,297.4,308.6,1434,44.4,193,0,11.2,63669.6,0.134588563
1,297.4,308.6,1459,41.3,196,0,11.2,60256.7,0.134338588
2,297.5,308.6,1472,44.9,198,0,11.1,66092.8,0.13451087
1,297.5,308.7,1429,44.3,201,0,11.2,63304.7,0.140657803
1,297.5,308.6,1388,48.2,203,0,11.1,66901.6,0.146253602
1,297.4,308.4,1573,34.5,205,0,11,54268.5,0.130324221
1,297.4,308.4,1588,32.5,207,0,11,51610,0.130352645
1,297.5,308.4,1511,42.8,209,0,10.9,64670.8,0.138318994
1,297.4,308.5,1495,37.8,211,0,11.1,56511,0.141137124
1,297.4,308.4,1394,50.1,213,0,11,69839.4,0.152797704
1,297.4,308.4,2151,17.7,0,0,11,38072.7,0
2,297.3,308.3,1501,38.2,2,0,11,57338.2,0.001332445
2,297.3,308.3,1301,39.6,5,0,11,51519.6,0.003843198
2,297.3,308.3,1657,31.1,8,0,11,51532.7,0.004828002
1,297.3,308.3,1333,55.2,11,0,11,73581.6,0.008252063
1,297.3,308.3,1484,43.9,13,0,11,65147.6,0.008760108
1,297.3,308.4,1430,45.7,15,0,11.1,65351,0.01048951
2,297.3,308.4,1665,28.9,17,0,11.1,48118.5,0.01021021
1,297.4,308.5,1501,44.9,20,0,11.1,67394.9,0.01332445
2,297.5,308.5,1496,42.2,22,0,11,63131.2,0.014705882
2,297.6,308.6,1595,36.9,25,0,11,58855.5,0.015673981
1,297.5,308.6,1208,62.3,28,0,11.1,75258.4,0.023178808
1,297.5,308.6,1596,37.1,30,0,11.1,59211.6,0.018796992
1,297.5,308.5,1446,41.9,32,0,11,60587.4,0.022130014
2,297.6,308.5,1466,39.7,34,0,10.9,58200.2,0.02319236
2,297.6,308.5,1848,23.7,37,0,10.9,43797.6,0.020021645
2,297.5,308.5,1484,44.7,40,0,11,66334.8,0.026954178
1,297.4,308.3,1493,41.2,43,0,10.9,61511.6,0.028801072
1,297.3,308.3,1504,36.3,45,0,11,54595.2,0.029920213
1,297.3,308.3,1538,38.5,47,0,11,59213,0.030559168
1,297.4,308.4,1341,52.2,49,0,11,70000.2,0.036539896
2,297.4,308.3,1535,34.6,51,0,10.9,53111,0.033224756
1,297.4,308.5,1389,39.2,54,0,11.1,54448.8,0.03887689
0,297.5,308.5,1393,46.6,56,0,11,64913.8,0.040201005
1,297.4,308.5,1399,61.5,61,1,11.1,86038.5,0.043602573
0,297.4,308.5,1469,45.1,63,0,11.1,66251.9,0.042886317
1,297.4,308.4,1582,37.2,68,0,11,58850.4,0.042983565
1,297.5,308.6,1793,26.7,70,0,11.1,47873.1,0.039040714
1,297.5,308.6,1452,39,72,0,11.1,56628,0.049586777
2,297.6,308.7,1376,59.9,74,0,11.1,82422.4,0.05377907
1,297.5,308.6,1552,44.9,77,0,11.1,69684.8,0.049613402
1,297.6,308.7,1622,37.9,79,0,11.1,61473.8,0.048705302
2,297.6,308.7,1419,41.7,81,0,11.1,59172.3,0.057082452
0,297.5,308.6,1440,46.1,84,0,11.1,66384,0.058333333
2,297.4,308.6,1643,31,89,0,11.2,50933,0.054169203
1,297.4,308.7,1510,36.2,92,0,11.3,54662,0.060927152
1,297.4,308.7,1468,46.6,94,0,11.3,68408.8,0.064032698
1,297.4,308.7,1429,57.4,96,0,11.3,82024.6,0.067179846
0,297.3,308.7,1478,47.6,98,0,11.4,70352.8,0.066305819
1,297.4,308.6,1276,53.6,103,0,11.2,68393.6,0.080721003
1,297.3,308.6,1486,42.6,105,0,11.3,63303.6,0.070659489
1,297.4,308.6,1476,42.3,107,0,11.2,62434.8,0.072493225
0,297.3,308.6,1431,42,109,0,11.3,60102,0.07617051
1,297.4,308.7,1402,40.2,114,0,11.3,56360.4,0.081312411
1,297.4,308.7,1433,43.4,116,0,11.3,62192.2,0.080949058
1,297.4,308.7,2874,4.2,118,1,11.3,12070.8,0.041057759
1,297.3,308.6,1511,35.7,120,0,11.3,53942.7,0.079417604
2,297.3,308.6,1456,42.9,122,0,11.3,62462.4,0.083791209
1,297.2,308.5,1550,41.5,125,0,11.3,64325,0.080645161
1,297.2,308.5,2182,16.5,127,0,11.3,36003,0.058203483
1,297.3,308.7,1619,31.6,129,0,11.4,51160.4,0.079678814
2,297.3,308.8,1586,32.7,131,0,11.5,51862.2,0.08259773
0,297.3,308.8,1499,44.2,134,0,11.5,66255.8,0.089392929
0,297.3,308.8,1419,42.4,139,0,11.5,60165.6,0.097956307
2,297.4,309,1497,41.8,144,0,11.6,62574.6,0.096192385
2,297.4,309,1520,37,147,0,11.6,56240,0.096710526
1,297.4,309.1,1478,49.8,150,0,11.7,73604.4,0.101488498
1,297.4,309.1,1380,41.1,152,0,11.7,56718,0.110144928
1,297.4,309,1570,37.9,154,0,11.6,59503,0.098089172
0,297.4,309,1468,41.4,156,0,11.6,60775.2,0.10626703
1,297.4,309,1833,22.6,161,0,11.6,41425.8,0.087834152
2,297.4,308.9,1323,57.3,163,0,11.5,75807.9,0.123204837
1,297.4,309,1583,32,166,0,11.6,50656,0.104864182
2,297.3,309,1556,39.5,168,0,11.7,61462,0.107969152
1,297.3,309,1548,37.4,171,0,11.7,57895.2,0.110465116
1,297.4,309,1324,56.9,173,0,11.6,75335.6,0.130664653
1,297.4,309,1568,33.7,175,0,11.6,52841.6,0.111607143
2,297.4,309,1685,30.7,177,0,11.6,51729.5,0.10504451
2,297.4,309.1,1582,35.9,180,0,11.7,56793.8,0.113780025
2,297.4,309.1,1463,35,183,0,11.7,51205,0.125085441
1,297.4,309.2,1584,42.8,186,0,11.8,67795.2,0.117424242
2,297.5,309.2,1347,55.8,188,0,11.7,75162.6,0.139569414
1,297.4,309.2,1459,37.9,191,0,11.8,55296.1,0.130911583
1,297.4,309.2,1420,45.6,193,0,11.8,64752,0.135915493
1,297.5,309.3,1404,43.5,195,0,11.8,61074,0.138888889
1,297.5,309.3,1470,38.8,197,0,11.8,57036,0.134013605
1,297.6,309.4,1326,49.8,199,0,11.8,66034.8,0.150075415
0,297.5,309.3,1459,49.7,201,0,11.8,72512.3,0.137765593
2,297.5,309.2,1530,40,206,0,11.7,61200,0.134640523
1,297.4,309,1505,39.2,209,0,11.6,58996,0.138870432
1,297.5,309.1,1611,30.2,211,0,11.6,48652.2,0.13097455
1,297.5,309.1,1515,35.1,213,0,11.6,53176.5,0.140594059
2,297.5,309.2,1804,27.4,215,0,11.7,49429.6,0.119179601
2,297.6,309.3,1464,46.2,218,0,11.7,67636.8,0.148907104
1,297.6,309.2,1390,43.3,221,0,11.6,60187,0.158992806
2,297.6,309.2,1442,48.1,0,0,11.6,69360.2,0
2,297.6,309.3,1529,41.9,3,0,11.7,64065.1,0.001962067
1,297.6,309.3,1610,35,6,0,11.7,56350,0.003726708
1,297.6,309.3,1543,34.3,8,0,11.7,52924.9,0.005184705
0,297.8,309.4,1445,48.2,10,0,11.6,69649,0.006920415
1,297.7,309.3,1893,24.6,15,0,11.6,46567.8,0.00792393
2,297.6,309.3,1415,41.3,17,0,11.7,58439.5,0.012014134
1,297.5,309.3,1564,37.5,20,0,11.8,58650,0.012787724
1,297.5,309.3,1479,39.4,22,0,11.8,58272.6,0.014874915
1,297.5,309.2,1426,44.8,24,0,11.7,63884.8,0.016830295
1,297.4,309.2,1428,38.8,26,0,11.8,55406.4,0.018207283
1,297.4,309.2,1620,33.2,28,0,11.8,53784,0.017283951
1,297.5,309.2,1715,28,30,0,11.7,48020,0.017492711
1,297.5,309.3,1732,29.9,32,0,11.8,51786.8,0.018475751
2,297.5,309.4,1391,58.2,34,0,11.9,80956.2,0.024442847
1,297.6,309.5,1924,20.6,37,0,11.9,39634.4,0.019230769
2,297.7,309.5,2027,19.8,39,0,11.8,40134.6,0.019240257
1,297.6,309.5,1617,36.2,42,0,11.9,58535.4,0.025974026
1,297.5,309.4,1497,35.8,44,0,11.9,53592.6,0.029392118
2,297.5,309.5,1448,43.7,46,0,12,63277.6,0.031767956
1,297.4,309.4,1401,45.9,49,0,12,64305.9,0.034975018
1,297.4,309.4,1620,35.4,51,0,12,57348,0.031481481
1,297.4,309.4,1466,45.5,53,0,12,66703,0.036152797
1,297.6,309.5,1373,50.6,55,0,11.9,69473.8,0.040058267
2,297.6,309.6,1592,35.8,57,0,12,56993.6,0.03580402
2,297.5,309.5,1553,42.4,60,0,12,65847.2,0.0386349
1,297.6,309.5,1569,36.2,63,0,11.9,56797.8,0.040152964
2,297.6,309.5,1709,32.2,65,0,11.9,55029.8,0.038033938
1,297.6,309.5,1549,34.9,68,0,11.9,54060.1,0.04389929
1,297.5,309.4,1443,45.4,70,0,11.9,65512.2,0.048510049
1,297.5,309.3,1675,29.8,72,0,11.8,49915,0.042985075
1,297.5,309.3,1623,33.4,74,0,11.8,54208.2,0.045594578
0,297.4,309.3,1365,52.4,76,0,11.9,71526,0.055677656
1,297.4,309.3,1759,24.8,81,0,11.9,43623.2,0.046048891
0,297.4,309.3,1516,43,83,0,11.9,65188,0.05474934
2,297.4,309.3,1499,36.8,88,0,11.9,55163.2,0.058705804
2,297.4,309.3,1775,25.8,91,0,11.9,45795,0.051267606
1,297.4,309.4,1473,45.5,94,0,12,67021.5,0.063815343
1,297.4,309.4,1296,52.3,96,0,12,67780.8,0.074074074
1,297.5,309.4,1803,24.7,98,0,11.9,44534.1,0.054353855
0,297.5,309.3,1563,36.1,100,0,11.8,56424.3,0.063979527
2,297.5,309.4,1831,26.6,105,0,11.9,48704.6,0.057345713
1,297.6,309.4,1958,22.1,108,0,11.8,43271.8,0.055158325
1,297.5,309.4,1809,24.3,110,0,11.9,43958.7,0.060807076
2,297.5,309.4,1482,39.3,112,0,11.9,58242.6,0.075573549
1,297.4,309.3,1332,53.2,115,0,11.9,70862.4,0.086336336
1,297.4,309.2,1437,40.4,117,0,11.8,58054.8,0.081419624
1,297.4,309.2,1698,29.4,119,0,11.8,49921.2,0.07008245
1,297.4,309.2,1274,54.3,121,0,11.8,69178.2,0.094976452
2,297.4,309.3,1622,35,123,0,11.9,56770,0.075832306
2,297.4,309.3,1564,36,126,0,11.9,56304,0.08056266
0,297.5,309.4,1368,45.3,129,0,11.9,61970.4,0.094298246
2,297.4,309.4,1539,42.2,134,0,12,64945.8,0.087069526
1,297.5,309.4,1357,50.1,137,0,11.9,67985.7,0.100957996
2,297.5,309.4,1433,48.3,139,0,11.9,69213.9,0.096999302
1,297.5,309.4,1650,34.6,142,0,11.9,57090,0.086060606
1,297.5,309.4,1503,40.6,144,0,11.9,61021.8,0.095808383
1,297.5,309.4,1318,58.2,146,0,11.9,76707.6,0.1107739
2,297.5,309.4,1678,34.4,148,0,11.9,57723.2,0.088200238
1,297.6,309.5,1574,30.9,151,0,11.9,48636.6,0.095933926
1,297.7,309.6,1529,35.2,153,0,11.9,53820.8,0.100065402
0,297.6,309.6,1669,32.1,155,0,12,53574.9,0.092869982
0,297.7,309.7,1570,35.8,160,0,12,56206,0.101910828
2,297.6,309.7,1541,33.7,165,0,12.1,51931.7,0.107073329
2,297.7,309.7,1680,30.2,168,0,12,50736,0.1
1,297.8,309.7,1935,22.1,171,0,11.9,42763.5,0.088372093
2,297.7,309.6,1596,35.2,173,0,11.9,56179.2,0.10839599
1,297.7,309.7,1498,41,176,0,12,61418,0.117489987
2,297.8,309.8,1676,29,178,0,12,48604,0.106205251
1,297.8,309.9,1351,49,181,0,12.1,66199,0.133974833
1,297.9,309.9,1472,45,183,0,12,66240,0.124320652
2,297.9,310,1439,41.7,185,0,12.1,60006.3,0.128561501
2,297.9,309.9,1410,55.4,188,0,12,78114,0.133333333
0,297.7,309.7,1440,51.1,191,0,12,73584,0.132638889
1,297.7,309.7,1591,37.7,196,0,12,59980.7,0.12319296
1,297.8,309.8,1533,36.8,198,0,12,56414.4,0.129158513
2,297.8,309.7,1700,31.3,200,0,11.9,53210,0.117647059
2,297.8,309.8,1798,25.5,203,0,12,45849,0.112903226
1,297.8,309.7,1394,42.9,206,0,11.9,59802.6,0.147776184
1,297.8,309.7,1341,49.2,208,0,11.9,65977.2,0.155108128
0,297.7,309.6,1697,32.2,210,0,11.9,54643.4,0.12374779
0,297.6,309.6,1419,48.2,215,0,12,68395.8,0.151515152
1,297.6,309.5,2001,20.5,220,0,11.9,41020.5,0.109945027
1,297.6,309.6,1501,49.8,222,1,12,74749.8,0.147901399
0,297.6,309.5,1623,33.1,224,0,11.9,53721.3,0.13801602
1,297.6,309.4,1628,33.4,229,0,11.8,54375.2,0.140663391
1,297.6,309.4,1491,40.2,231,0,11.8,59938.2,0.154929577
1,297.5,309.4,1517,36.7,233,0,11.9,55673.9,0.153592617
0,297.5,309.3,1525,41.7,235,0,11.8,63592.5,0.154098361
0,297.5,309.5,1668,27.9,240,0,12,46537.2,0.143884892
1,297.5,309.6,1312,50.7,0,0,12.1,66518.4,0
0,297.6,309.6,1278,50.4,2,0,12,64411.2,0.001564945
2,297.6,309.6,1330,53.1,7,0,12,70623,0.005263158
2,297.6,309.6,1530,37.3,10,0,12,57069,0.006535948
0,297.6,309.6,1428,46.6,13,0,12,66544.8,0.009103641
1,297.7,309.6,1480,47.9,18,0,11.9,70892,0.012162162
0,297.7,309.7,1616,31.1,20,0,12,50257.6,0.012376238
1,297.8,309.7,1547,37.3,25,0,11.9,57703.1,0.01616031
1,297.9,309.7,2194,16.8,27,0,11.8,36859.2,0.01230629
1,297.9,309.8,2000,21.3,29,0,11.9,42600,0.0145
1,297.9,309.8,1336,71.6,31,1,11.9,95657.6,0.023203593
1,297.9,309.9,1542,33.8,33,0,12,52119.6,0.021400778
2,297.9,309.8,1693,29.9,35,0,11.9,50620.7,0.020673361
1,297.9,309.8,1461,50.5,38,0,11.9,73780.5,0.026009582
2,298,309.9,1565,33.9,40,0,11.9,53053.5,0.025559105
1,298,309.9,1403,47.7,43,0,11.9,66923.1,0.03064861
1,298.1,309.9,1629,32.5,45,0,11.8,52942.5,0.027624309
1,298.1,310,1534,33.7,47,0,11.9,51695.8,0.030638853
1,298.1,310,1553,40.9,49,0,11.9,63517.7,0.031551835
1,298.1,309.9,1563,32.8,51,0,11.8,51266.4,0.032629559
1,298.1,309.9,1634,30,53,0,11.8,49020,0.032435741
2,298,309.9,1445,45.2,55,0,11.9,65314,0.038062284
1,298.1,309.9,1642,30.4,58,0,11.8,49916.8,0.035322777
0,298.1,309.9,1686,29.1,60,0,11.8,49062.6,0.035587189
2,298.1,310,1393,43.1,65,0,11.9,60038.3,0.046661881
0,298.2,310,1433,44.2,68,0,11.8,63338.6,0.047452896
1,298.3,310,1507,44.7,73,0,11.7,67362.9,0.04844061
2,298.3,310.1,1389,49.6,75,0,11.8,68894.4,0.05399568
1,298.3,310.1,1408,45.3,78,0,11.8,63782.4,0.055397727
2,298.4,310.2,1725,32,80,0,11.8,55200,0.046376812
1,298.4,310.1,1926,23.7,83,0,11.7,45646.2,0.043094496
0,298.3,310.1,1509,37.6,85,0,11.8,56738.4,0.056328694
1,298.3,310.1,1545,36.3,90,0,11.8,56083.5,0.058252427
1,298.4,310.1,1533,35.2,92,0,11.7,53961.6,0.060013046
1,298.4,310.1,1455,42.2,94,0,11.7,61401,0.064604811
2,298.4,310.1,1335,57.8,96,0,11.7,77163,0.071910112
1,298.3,310.1,1523,45.9,99,0,11.8,69905.7,0.065003283
1,298.3,310,1460,47.6,101,0,11.7,69496,0.069178082
1,298.4,310,1554,37.3,103,0,11.6,57964.2,0.066280566
0,298.3,310,1419,47.1,105,0,11.7,66834.9,0.073995772
1,298.3,310,1442,43.9,110,0,11.7,63303.8,0.07628294
1,298.3,309.9,1507,41.6,112,0,11.6,62691.2,0.074319841
1,298.3,310,1858,23.9,114,0,11.7,44406.2,0.061356297
1,298.3,309.9,1463,43.9,116,0,11.6,64225.7,0.079289132
1,298.2,309.7,1585,37.4,118,0,11.5,59279,0.07444795
1,298,309.6,1536,37.3,120,0,11.6,57292.8,0.078125
1,298,309.6,1403,51.3,122,0,11.6,71973.9,0.086956522
2,297.9,309.6,1515,38.8,124,0,11.7,58782,0.081848185
1,297.9,309.5,1390,47.9,127,0,11.6,66581,0.091366906
2,297.8,309.4,1226,58.7,129,0,11.6,71966.2,0.105220228
2,297.8,309.4,1495,36.5,132,0,11.6,54567.5,0.088294314
0,297.7,309.4,1608,30.2,135,0,11.7,48561.6,0.083955224
1,297.7,309.4,1392,44.1,140,0,11.7,61387.2,0.100574713
2,297.7,309.4,1461,43.7,142,0,11.7,63845.7,0.097193703
1,297.7,309.3,1559,36.9,145,0,11.6,57527.1,0.093008339
0,297.7,309.3,1400,48.9,147,0,11.6,68460,0.105
2,297.7,309.2,1732,28.8,152,0,11.5,49881.6,0.087759815
1,297.6,309.2,1611,33.1,155,0,11.6,53324.1,0.096213532
1,297.6,309.1,1503,38.9,157,0,11.5,58466.7,0.104457751
1,297.7,309.2,1391,44.5,159,0,11.5,61899.5,0.114306254
1,297.8,309.3,2015,20.1,161,0,11.5,40501.5,0.079900744
1,297.8,309.2,1683,30.9,163,0,11.4,52004.7,0.096850862
1,297.7,309.1,1435,38.8,165,0,11.4,55678,0.114982578
2,297.7,309.1,1732,28.1,167,0,11.4,48669.2,0.096420323
1,297.7,309.2,1365,58.6,170,0,11.5,79989,0.124542125
1,297.7,309.1,1562,36.8,172,0,11.4,57481.6,0.110115237
1,297.6,309.1,1449,49.1,174,0,11.5,71145.9,0.120082816
2,297.7,309.2,1700,27.4,176,0,11.5,46580,0.103529412
2,297.6,309,1427,45.6,179,0,11.4,65071.2,0.125437982
2,297.6,308.9,1479,38.1,182,0,11.3,56349.9,0.123056119
1,297.5,308.9,1469,44,185,0,11.4,64636,0.125936011
1,297.5,308.9,1390,47.4,187,0,11.4,65886,0.134532374
1,297.5,308.9,1729,28.1,189,0,11.4,48584.9,0.109311741
1,297.5,309,1470,43.5,191,0,11.5,63945,0.129931973
1,297.5,308.9,1459,48.5,193,0,11.4,70761.5,0.132282385
1,297.5,308.9,1738,24,195,0,11.4,41712,0.112197929
0,297.5,308.9,1471,37.7,197,0,11.4,55456.7,0.133922502
1,297.6,309,1822,25.4,202,0,11.4,46278.8,0.110867179
1,297.5,308.9,1554,34.8,204,0,11.4,54079.2,0.131274131
2,297.6,308.9,1433,43.2,206,0,11.3,61905.6,0.143754361
1,297.6,308.9,1449,47.7,209,0,11.3,69117.3,0.144237405
1,297.8,309,1456,41.2,0,0,11.2,59987.2,0
2,297.8,309.1,1424,45.5,2,0,11.3,64792,0.001404494
0,297.9,309.2,1577,34.7,5,0,11.3,54721.9,0.003170577
1,297.9,309.2,1478,39.7,10,0,11.3,58676.6,0.0067659
2,297.8,309.2,1295,61.2,12,0,11.4,79254,0.009266409
1,297.8,309.2,1372,47.3,15,0,11.4,64895.6,0.010932945
2,297.8,309.1,1432,42.6,17,0,11.3,61003.2,0.011871508
2,297.7,309,1656,33.2,20,0,11.3,54979.2,0.012077295
0,297.8,309,1410,48.8,23,0,11.2,68808,0.016312057
1,297.7,309,1874,24.4,28,0,11.3,45725.6,0.014941302
1,297.7,309,1538,43.2,30,0,11.3,66441.6,0.019505852
2,297.7,309,1636,29.7,32,0,11.3,48589.2,0.019559902
2,297.7,309,1504,40.4,35,0,11.3,60761.6,0.023271277
2,297.7,309,1531,42.4,38,0,11.3,64914.4,0.024820379
0,297.6,309,1735,26.4,41,0,11.4,45804,0.023631124
0,297.6,309,1354,55.6,46,0,11.4,75282.4,0.033973412
0,297.6,309,1413,40.2,51,0,11.4,56802.6,0.036093418
1,297.7,309.1,1563,39.3,56,0,11.4,61425.9,0.035828535
1,297.7,309.1,1479,42.1,58,0,11.4,62265.9,0.039215686
1,297.7,309.1,1477,38.3,60,0,11.4,56569.1,0.040622884
1,297.6,309.1,1394,50,62,0,11.5,69700,0.044476327
1,297.6,309,1487,45.4,64,0,11.4,67509.8,0.043039677
2,297.6,309,1815,25.3,66,0,11.4,45919.5,0.036363636
2,297.6,308.8,1453,39.7,69,0,11.2,57684.1,0.047487956
1,297.6,308.8,1539,40.2,72,0,11.2,61867.8,0.046783626
0,297.5,308.7,1416,39.2,74,0,11.2,55507.2,0.052259887
2,297.6,308.8,1683,31.6,79,0,11.2,53182.8,0.046939988
1,297.7,308.8,1515,40.1,82,0,11.1,60751.5,0.054125413
2,297.7,308.9,1531,48.3,84,0,11.2,73947.3,0.054866101
0,297.7,308.9,1479,40.9,87,0,11.2,60491.1,0.058823529
1,297.7,308.9,1516,33.7,92,0,11.2,51089.2,0.060686016
1,297.7,309,1507,38.2,94,0,11.3,57567.4,0.062375581
2,297.8,309,1434,43.3,96,0,11.2,62092.2,0.066945607
1,297.7,308.9,1838,27.3,99,0,11.2,50177.4,0.053862894
2,297.6,308.8,1416,45.9,101,0,11.2,64994.4,0.071327684
2,297.6,308.8,1357,49.7,104,0,11.2,67442.9,0.076639646
2,297.5,308.7,1697,28.1,107,0,11.2,47685.7,0.063052445
1,297.5,308.7,1443,46.2,110,0,11.2,66666.6,0.076230076
1,297.5,308.7,1453,37.6,112,0,11.2,54632.8,0.0770819
1,297.4,308.6,1439,46.4,114,0,11.2,66769.6,0.079221682
1,297.4,308.6,1609,36.2,116,0,11.2,58245.8,0.072094469
1,297.4,308.6,1324,59.1,118,0,11.2,78248.4,0.089123867
0,297.4,308.6,1420,45.8,120,0,11.2,65036,0.084507042
1,297.4,308.7,1545,36.9,125,0,11.3,57010.5,0.080906149
1,297.5,308.8,1477,39,127,0,11.3,57603,0.085985105
1,297.4,308.8,1447,58.1,129,0,11.4,84070.7,0.089149965
1,297.4,308.9,1809,23.8,131,0,11.5,43054.2,0.072415699
1,297.5,308.9,1696,30.9,133,0,11.4,52406.4,0.078419811
1,297.5,308.9,1427,44.7,135,0,11.4,63786.9,0.094604064
2,297.4,308.9,1500,46.3,137,0,11.5,69450,0.091333333
1,297.5,308.9,1390,44.6,140,0,11.4,61994,0.100719424
1,297.4,308.8,1640,34.2,142,0,11.4,56088,0.086585366
2,297.4,308.8,1628,37.4,144,0,11.4,60887.2,0.088452088
0,297.3,308.6,1499,37.6,147,0,11.3,56362.4,0.098065377
2,297.4,308.7,1425,50.3,152,0,11.3,71677.5,0.106666667
1,297.3,308.6,1586,37.7,155,0,11.3,59792.2,0.097730139
2,297.3,308.6,1471,50.7,157,0,11.3,74579.7,0.106730116
2,297.3,308.6,1431,53,160,0,11.3,75843,0.111809923
1,297.2,308.6,1924,22.1,163,0,11.4,42520.4,0.084719335
2,297.1,308.4,1421,42,165,0,11.3,59682,0.116115412
0,297,308.4,1305,54.6,168,0,11.4,71253,0.128735632
1,296.9,308.4,1557,32.4,173,0,11.5,50446.8,0.111111111
1,296.9,308.3,1555,38.2,175,0,11.4,59401,0.112540193
0,296.9,308.3,1474,39.2,177,0,11.4,57780.8,0.120081411
1,296.8,308.3,1506,45.9,182,0,11.5,69125.4,0.120849934
1,296.9,308.4,1390,41.8,184,0,11.5,58102,0.132374101
2,296.9,308.4,1450,46.9,186,0,11.5,68005,0.128275862
1,296.9,308.3,1513,38.8,189,0,11.4,58704.4,0.124917383
1,296.8,308.2,1643,34.7,191,0,11.4,57012.1,0.116250761
1,296.8,308.2,1361,53.8,193,0,11.4,73221.8,0.141807494
1,296.7,308.1,1450,40.9,195,0,11.4,59305,0.134482759
1,296.7,308,1451,50.7,197,0,11.3,73565.7,0.135768436
1,296.8,308.1,1289,62,199,1,11.3,79918,0.154383243
1,296.8,308.1,1356,48.3,201,0,11.3,65494.8,0.148230088
0,296.7,308.1,1528,46.3,203,0,11.4,70746.4,0.132853403
1,296.6,308,1978,22.3,208,0,11.4,44109.4,0.105156724
1,296.7,308,1535,36.8,210,0,11.3,56488,0.136807818
2,296.8,308.1,1843,24.2,212,0,11.3,44600.6,0.115029843
1,296.9,308.1,1422,48.7,215,0,11.2,69251.4,0.151195499
1,296.8,308,1536,40.4,217,0,11.2,62054.4,0.141276042
2,296.9,308.1,1483,44.3,219,0,11.2,65696.9,0.147673635
0,296.8,308.1,1492,43.7,222,0,11.3,65200.4,0.148793566
1,296.8,308,1584,40.4,227,0,11.2,63993.6,0.143308081
1,296.9,308.1,1555,33.7,229,0,11.2,52403.5,0.147266881
1,296.8,308,1497,41.7,231,0,11.2,62424.9,0.154308617
2,296.7,307.8,1537,36.3,233,0,11.1,55793.1,0.151594014
1,296.7,307.8,1505,39.4,236,0,11.1,59297,0.156810631
1,296.7,307.8,1646,34.6,238,0,11.1,56951.6,0.144592953
2,296.7,307.8,1286,60.5,0,0,11.1,77803,0
1,296.7,307.8,1400,47.5,3,0,11.1,66500,0.002142857
1,296.8,307.9,1337,56.5,5,0,11.1,75540.5,0.003739716
1,296.9,308,1332,53.9,7,0,11.1,71794.8,0.005255255
1,296.8,308,1561,38.3,9,0,11.2,59786.3,0.005765535
1,296.9,308,1546,31.1,11,0,11.1,48080.6,0.007115136
1,296.9,308,1713,29.3,13,0,11.1,50190.9,0.007589025
1,296.9,308,1343,44.5,15,0,11.1,59763.5,0.011169025
1,296.8,308,1391,54.4,17,0,11.2,75670.4,0.012221423
0,296.8,308,1311,58.6,19,0,11.2,76824.6,0.014492754
0,296.8,308,1453,51,24,0,11.2,74103,0.01651755
1,296.8,308,1510,39.4,29,0,11.2,59494,0.019205298
1,296.8,307.9,1448,48.8,31,0,11.1,70662.4,0.02140884
1,296.7,307.8,1453,46,33,0,11.1,66838,0.022711631
1,296.7,307.8,1468,39.2,35,0,11.1,57545.6,0.023841962
1,296.7,307.8,1382,47.5,37,0,11.1,65645,0.026772793
1,296.7,308,1580,32.2,39,0,11.3,50876,0.024683544
1,296.8,308,1666,29.8,41,0,11.2,49646.8,0.024609844
2,296.9,308,1409,50.7,43,0,11.1,71436.3,0.030518098
1,296.8,308,1675,29.7,46,0,11.2,49747.5,0.027462687
1,296.8,307.9,1698,30.8,48,0,11.1,52298.4,0.028268551
0,296.7,307.9,1579,33.4,50,0,11.2,52738.6,0.031665611
1,296.7,307.9,1743,27.9,55,0,11.2,48629.7,0.031554791
2,296.9,308,1497,44.8,57,0,11.1,67065.6,0.038076152
1,296.9,308.1,1741,28.8,60,0,11.2,50140.8,0.034462952
1,296.9,308.1,1435,45.3,62,0,11.2,65005.5,0.043205575
2,296.9,308.1,1440,46.3,64,0,11.2,66672,0.044444444
2,296.9,308,1641,33.3,67,0,11.1,54645.3,0.040828763
1,296.8,307.9,1420,45.4,70,0,11.1,64468,0.049295775
1,296.8,307.9,1611,35.4,72,0,11.1,57029.4,0.044692737
1,296.8,307.8,1373,42.9,74,0,11,58901.7,0.053896577
2,296.8,307.9,1683,31.8,76,0,11.1,53519.4,0.045157457
0,296.9,307.9,1547,32.6,79,0,11,50432.2,0.05106658
1,296.9,307.8,1605,37,84,0,10.9,59385,0.052336449
2,296.9,307.9,2010,18.9,86,0,11,37989,0.04278607
1,296.8,307.7,1565,40.1,89,0,10.9,62756.5,0.05686901
2,296.9,307.8,1828,24.6,91,0,10.9,44968.8,0.049781182
2,297,307.8,1579,34.1,94,0,10.8,53843.9,0.059531349
2,297,307.9,1882,24.2,97,0,10.9,45544.4,0.051540914
